"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"BMS_SU_PAYPLAN_DOC","付款计划总单表","1","PAYPLANID",""
"BMS_SU_PAYPLAN_DOC_V","付款计划总单视图","2","",""
"BMS_SU_PAYPLAN_DTL","付款计划细单","1","PAYPLANDTLID",""
"BMS_SU_PAYPLAN_DTL_V","付款计划细单视图","2","",""
"BMS_SU_PAYPLAN_QRYSA_V","","2","",""
"BMS_SU_PLAN","采购计划单","1","PLANID",""
"BMS_SU_PLAN_DOC","采购工作计划总单","1","PLANDOCID",""
"BMS_SU_PLAN_DOC_V","","2","",""
"BMS_SU_PLAN_EXPTMP","","1","SEQID",""
"BMS_SU_PLAN_GDSRES","资源分析反馈列表","1","LSTID",""
"BMS_SU_PLAN_GDSRES_V","","2","",""
"BMS_SU_PLAN_IMP_TMP","","1","TMPID",""
"BMS_SU_PLAN_IMP_TMP_V","","2","",""
"BMS_SU_PLAN_LST","询价反馈列表","1","LSTID",""
"BMS_SU_PLAN_LST_V","","2","",""
"BMS_SU_PLAN_STQTYLST_V","","2","",""
"BMS_SU_PLAN_V","采购计划单视图","2","",""
"BMS_SU_PROT_ALL_V","采购协议明细","2","",""
"BMS_SU_PROT_GOODS_DOC","单品采购协议总单","1","PROTDOCID",""
"BMS_SU_PROT_GOODS_DOC_V","单品采购协议","2","",""
"BMS_SU_PROT_GOODS_DTL","单品采购协议细单","1","PROTDTLID","采购返利"
"BMS_SU_PROT_GOODS_DTL_V","","2","",""
"BMS_SU_PROT_TOTAL","总量采购返利规则","1","PROTID",""
"BMS_SU_PROT_TOTAL_V","总量采购返利规则","2","",""
"BMS_SU_PROTOCAL_DOC","采购协议总单","1","PROTOCALDOCID",""
"BMS_SU_PROTOCAL_DOC_V","采购协议总单视图","2","",""
"BMS_SU_PROTOCAL_DTL","采购协议细单","1","PROTOCALDTLID",""
"BMS_SU_PROTOCAL_DTL_V","采购协议细单视图","2","",""
"BMS_SU_REBATE_ACC","","1","ACCID",""
"BMS_SU_REBATE_ACC_V","","2","",""
"BMS_SU_REBATE_REC","","1","RECID",""
"BMS_SU_REBATE_REC_V","","2","",""
"BMS_SU_REBATE_REMAIN","","1","REMAINID",""
"BMS_SU_REBATE_REMAIN_V","","2","",""
"BMS_SU_REBATE_SET","应收返利","1","SETID",""
"BMS_SU_REBATE_SET_V","应收返利","2","",""
"BMS_SU_REBATE_SETTOREC","","1","SEQID",""
"BMS_SU_RELATION","","1","OLDSUDTLID,TOSUDTLID",""
"BMS_SU_REMITTANCE_DOC","","1","REMITTANCEID",""
"BMS_SU_REMITTANCE_DOC_V","","2","",""
"BMS_SU_REMITTANCE_DOCQRY_V","","2","",""
"BMS_SU_REMITTANCETOPAY","","1","REMITTANCEID,PAYID",""
"BMS_SU_SET_CONFIRM_V","进货结算确定勾兑视图","2","",""
"BMS_SU_SET_DOC","进货结算总单","1","SUSETDOCID",""
"BMS_SU_SET_DOC_V","进货结算总单视图","2","",""
"BMS_SU_SET_DTL","进货结算细单","1","SUSETDTLID",""
"BMS_SU_SET_DTL_TMP","待付款进货结算单","1","SUSETDTLID",""
"BMS_SU_SET_DTL_V","进货结算细单视图","2","",""
"BMS_SU_SET_DTLQRY_V","进货结算单明细视图","2","",""
"BMS_SU_SET_TICK_V","待勾兑进货结算单视图","2","",""
"BMS_SU_SETTLE_TICK_DOC_V","","2","",""
"BMS_SU_SETTLE_TICK_DTL_V","","2","",""
"BMS_SU_SETTLES_RELATION","","1","SEQID",""
"BMS_SU_TICK_V","待勾兑进货单","2","",""
"BMS_SU_TO_DOC_V","","2","",""
"BMS_SU_TO_SU","进货单与进退单对应关系","1","SUDTLID1,SUDTLID2",""
"BMS_SU_TRACE_DOC_V","进货单跟踪总单","2","",""
"BMS_SU_TRACE_SUCONINFO_V","进货跟踪单合同明细","2","",""
"BMS_SU_TRACE_SUPAYINFO_V","进货跟踪单付款明细","2","",""
"BMS_SU_TRACE_SUSETINFO_V","进货跟踪单结算明细","2","",""
"BMS_SU_UNPAY_DTL_QRY_V","","2","",""
"BMS_SUBK_DOC_V","进货退货总单视图","2","",""
"BMS_SUBK_DTL_V","进货退货细单视图","2","",""
"BMS_SUCON_TICKHOV_V","收货单勾对进货合同视图","2","",""
"BMS_SUDOC_TYPE","进货单据类型","1","SUTYPEID",""
"BMS_SUP_SETTLE","进货单与进货结算单对应关系表","1","SUDOCDTLID,SUSETDTLID",""
"BMS_SUPAY_IMP_TMP","期初预付款单导入临时表","1","TMPID",""
"BMS_SUPROT_TOTAL_GOODS","","1","PROTDTLID",""
"BMS_SUPROT_TOTAL_GOODS_V","","2","",""
"BMS_SUREB_TO_BUSIDTLID","","1","",""
"BMS_SUSET_IMP_TMP","期初进货结算导入临时表","1","TMPID",""
"BMS_SWS_GOODSQTY_V","","2","",""
"BMS_TMP_FOR_LOCK","","1","ID",""
"BMS_TOZW_CONFIG_DOC","","1","DOCID",""
"BMS_TOZW_CONFIG_DTL","","1","DTLID",""
"BMS_TR_BACK_DELETE","","1","",""
"BMS_TR_BACK_INSERT","","1","",""
"BMS_TR_BACK_TRIGGER","","1","",""
"BMS_TR_DOC","调度总单","1","TRID",""
"BMS_TR_DTL","调度细单","1","TRDTLID",""
"BMS_TR_FETCH_DOC","收货通知总单表","1","FETCHID",""
"BMS_TR_FETCH_DOC_V","收货通知总单视图","2","",""
"BMS_TR_FETCH_DTL","收货通知细单表","1","FETCHDTLID",""
"BMS_TR_FETCH_DTL_ST","","1","",""
"BMS_TR_FETCH_DTL_V","收货通知细单视图","2","",""
"BMS_TR_FETCHDTL_TICK_HOV_V","","2","",""
"BMS_TR_FIX_MODE","","1","COMPANYID,ENTRYID",""
"BMS_TR_FIX_MODE_V","","2","",""
"BMS_TR_PICK_DOC","拣货单","1","PICKDOCID",""
"BMS_TR_PICK_DOC_QUERY_V","","2","",""
"BMS_TR_PICK_DOC_V","拣货单视图","2","",""
"BMS_TR_PICK_DTL_V","拣货细单视图","2","",""
"BMS_TR_PICK_TO_MAN","","1","PICKDOCID,PICKMANID",""
"BMS_DISCOUNT_FORBIDGDS","不参与折扣货品表","1","FORBIDGDSID",""
"BMS_DISCOUNT_FORBIDGDS_V","不参与折扣货品视图","2","",""
"BMS_DISCTYPE_DISCOUNT_DEF","折扣类别的折扣定义表","1","DISCTYPEDISCDEFID",""
"BMS_DISCTYPE_DISCOUNT_DEF_V","折扣类别的折扣定义视图","2","",""
"BMS_DPFX_GOODS_PRICE_V","","2","",""
"BMS_DPFX_STQTY_FB_V","","2","",""
"BMS_ENTRY_GOODS_PRICE","独立单元货品价格表","1","ENPRICEID","bms_entry_goods_price_seq 序列号"
"BMS_ENTRY_GOODS_PRICE_V","独立单元货品价格视图","2","",""
"BMS_ENTRY_PRALTER_DOC","","1","ALTERDOCID",""
"BMS_ENTRY_PRALTER_DOC_V","","2","",""
"BMS_ENTRY_PRALTER_DTL","","1","ALTERDTLID",""
"BMS_ENTRY_PRALTER_DTL_V","","2","",""
"BMS_ENTRYGDSPRICE_CANCEL_REC","独立单元价格取消记录表","1","CANCELRECID",""
"BMS_ENTRYGDSPRICE_CANCEL_REC_V","独立单元价格取消记录视图","2","",""
"BMS_EXAMINE_PRTYPE_DEF","销售考核价格类型管理表","1","SEQID",""
"BMS_EXAMINE_PRTYPE_DEF_V","销售考核价格类型管理视图","2","",""
"BMS_FETCH_TICK_V","销售明细视图","2","",""
"BMS_FETCH_TO_SAIO","销退通知和销售出库明细的对应关系表","1","FETCHDTLID,IODTLID",""
"BMS_FLOW_GRESA_QUERY_TMP_V","","2","",""
"BMS_FLOW_GRESA_TMP","","1","SEQID",""
"BMS_FORBID_SALES_CUSTOM","客户禁限销表","1","CUSTOMINFOID",""
"BMS_FORBID_SALES_CUSTOM_V","客户禁限销视图","2","",""
"BMS_FORBID_SALES_DOC","禁销限销总单表","1","FORBIDID",""
"BMS_FORBID_SALES_DOC_V","禁销限销总单视图","2","",""
"BMS_FORBID_SALES_GOODS","禁限销货品表","1","GOODSINFOID",""
"GSP_LICENSE_TYPE","","1","LICENSETYPEID",""
"BMS_GM_OOSREC","缺货登记表","1","OOSRECID",""
"BMS_GM_OOSREC_V","缺货登记视图","2","",""
"BMS_GOODS_FEATURE","","1","FEATUREID",""
"BMS_GOODS_FEATURE_V","","2","",""
"BMS_GOODS_LAST_SA_INFO","","2","",""
"BMS_GOODS_LAST_SA_INFO_V","","2","",""
"BMS_GOODS_LAST_SU_INFO","","2","",""
"BMS_GOODS_LAST_SU_INFO_V","","2","",""
"BMS_GOODS_LIBRARY_INFO","药品库资料","1","INFOID","作为产品资料进行缺省发布"
"BMS_GOODS_LIBRARY_INFO_V","药品库资料视图","2","",""
"BMS_GOODS_SAPRICE_CUSTOM_REF","货品的客户最近销价表","1","ENTRYID,CUSTOMID,GOODSID",""
"BMS_GOODS_SORT","货品ABC分类定义表","1","SORTID",""
"BMS_GOODS_SORT_RULE_DEF","货品ABC分类规则定义表","1","RULEDEFID",""
"BMS_GOODS_SORT_RULE_DEF_V","货品ABC分类规则定义视图","2","",""
"BMS_GOODS_SORT_V","货品ABC分类定义视图","2","",""
"BMS_GOODS_STATUS","货品状态定义表","1","GOODSSTATUSID",""
"BMS_GOODS_STATUS_V","货品状态定义视图","2","",""
"BMS_GOODS_STORE_RULE","","1","RULEID",""
"BMS_GOODS_STORE_RULE_DTL","","1","RULEDTLID",""
"BMS_GOODS_STORE_RULE_DTL_V","","2","",""
"BMS_GOODS_STORE_RULE_V","","2","",""
"BMS_GOODS_SUPRICE_REF","货品最新进价表","1","ENTRYID,GOODSID",""
"BMS_GOODS_SUPRICE_SUPPLY_REF","货品最新进价供应商关系表","1","ENTRYID,GOODSID,SUPPLYID",""
"BMS_GOODS_TO_POSTYPE","","1","DEFID",""
"BMS_GOODS_TO_POSTYPE_V","","2","",""
"BMS_GOODS_TO_SUPPLYER","货品采购员关系表","1","RELATEID",""
"BMS_GOODS_TO_SUPPLYER_V","货品采购员关系视图","2","",""
"BMS_GOODSDTL_POS_HOV_V","货品明细缺省货架视图","2","",""
"BMS_GROUP_SA_DOC","","1","SALESID",""
"BMS_GROUP_SA_DOC_V","","2","",""
"BMS_GROUP_SA_DTL","","1","SALESDTLID",""
"BMS_GROUP_SA_DTL_V","","2","",""
"BMS_INST_GOODSSTATUS_DEF","","1","SEQID",""
"BMS_INST_GOODSSTATUS_DEF_V","","2","",""
"BMS_INVOICE_NO_SET","","1","SETID",""
"BMS_INVOICE_NO_SET_V","","2","",""
"BMS_LOT_DEF","货品批号表","1","LOTID",""
"BMS_LOT_DEF_V","货品批号视图","2","",""
"BMS_LS_DOC","报损总单","1","LSID",""
"BMS_LS_DOC_V","报损总单视图","2","",""
"BMS_LS_DTL","报损细单","1","LSDTLID",""
"BMS_LS_DTL_QUERY_V","报损单明细视图","2","",""
"BMS_LS_DTL_V","报损细单视图","2","",""
"BMS_MV_ALTER_DOC","保管账内调整单","1","ALTERID",""
"BMS_MV_DOC","移库总单","1","MOVEID",""
"BMS_MV_DOC_V","移库总单视图","2","",""
"BMS_MV_DTL","移库细单","1","MOVEDTLID",""
"BMS_MV_DTL_QRY_V","移库单明细视图","2","",""
"BMS_MV_DTL_V","移库细单视图","2","",""
"BMS_MV_POS_DOC","","1","MVPOSID",""
"BMS_MV_POS_DTL","","1","MVPOSDTLID",""
"BMS_MV_STATUS_DOC","","1","MVSTAID",""
"BMS_MV_STATUS_DOC_V","","2","",""
"BMS_MV_STATUS_DTL","","1","MVSTADTLID",""
"BMS_MV_STATUS_DTL_V","","2","",""
"BMS_MVPOS_UPDOWNSET","","1","SEQID",""
"BMS_MVPOS_UPDOWNSET_V","","2","",""
"BMS_OF_DOC","报溢总单","1","OFID",""
"BMS_OF_DOC_V","报溢总单视图","2","",""
"BMS_OF_DTL","报溢细单","1","OFDTLID",""
"BMS_OF_DTL_QUERY_V","报溢单明细视图","2","",""
"BMS_OF_DTL_V","报溢细单视图","2","",""
"BMS_PAY_DOC","进货付款总单","1","PAYID",""
"BMS_PAY_DOC_HOV_V","预付款单hov视图","2","",""
"BMS_PAY_DOC_V","进货付款总单视图","2","",""
"BMS_PAY_DTL","进货付款细单","1","PAYDTLID",""
"BMS_PAY_DTL_V","进货付款细单视图","2","",""
"BMS_PAY_DTLQRY_V","进货付款单明细视图","2","",""
"BMS_PAY_OFFSET_V","","2","",""
"BMS_PAY_RELATION","","1","OLDPAYDTLID,TOPAYDTLID",""
"BMS_PAYACC_BALANCE_V","应收帐辅助对账","2","",""
"BMS_PAYACC_NORMAL_CHECK_V","应付帐不规范数据检查","2","",""
"BMS_PR_ALTER_DOC","订调价总单表","1","ALTERDOCID",""
"BMS_PR_ALTER_DOC_V","订调价总单视图","2","",""
"BMS_PR_ALTER_DTL","订调价细单表","1","ALTERDTLID",""
"BMS_PR_ALTER_DTL_V","订调价细单视图","2","",""
"BMS_PR_ALTER_QUERY_V","订调价单明细视图","2","",""
"BMS_PR_CUSTOM","协议价表","1","PRID",""
"BMS_PR_CUSTOM_V","协议价视图","2","",""
"BMS_PREPAYACC_BALANCE_V","预收帐辅助对账","2","",""
"BMS_PRERECACC_BALANCE_V","预收帐辅助对账","2","",""
"BMS_PRES_BLUR_POLICY","批发模糊赠策略表","1","POLICYID",""
"BMS_PRES_BLUR_POLICY_V","批发模糊赠策略视图","2","",""
"BMS_PRES_COMPOSE_POLICY","批发组合赠策略表","1","POLICYID",""
"BMS_PRES_COMPOSE_POLICY_DTL","批发组合赠策略细单表","1","POLICYDTLID",""
"BMS_PRES_COMPOSE_POLICY_DTL_V","批发组合赠策略细单视图","2","",""
"BMS_PRES_COMPOSE_POLICY_V","批发组合赠策略视图","2","",""
"BMS_PRES_GOODS_POLICY","批发单品赠策略表","1","POLICYID",""
"BMS_PRES_GOODS_POLICY_V","批发单品赠策略视图","2","",""
"BMS_PRES_IN_DOC","赠品入库总单","1","PRESINID",""
"BMS_PRES_IN_DOC_V","赠品入库总单视图","2","",""
"BMS_PRES_IN_DTL","赠品入库细单","1","PRESINDTLID",""
"BMS_PRES_IN_DTL_V","赠品入库细单视图","2","",""
"BMS_PRES_OUT_DOC","赠品出库总单","1","PRESOUTID",""
"BMS_PRES_OUT_DOC_V","赠品出库总单视图","2","",""
"BMS_PRES_OUT_DTL","赠品出库细单","1","PRESOUTDTLID",""
"BMS_PRES_OUT_DTL_V","赠品出库细单视图","2","",""
"BMS_PRICE_GOODSLST_DOC","","1","DOCID",""
"BMS_PRICE_GOODSLST_DOC_V","","2","",""
"BMS_PRICE_GOODSLST_DTL","","1","DTLID",""
"BMS_PRICE_GOODSLST_DTL_V","","2","",""
"BMS_PURCHASE_BALANCE_V","采购帐辅助对账","2","",""
"BMS_RATE_GOODS_RELATIONS","销售加点率货品关系表","1","RELATIONSID",""
"BMS_REC_RELATION","","1","OLDRECDTLID,TORECDTLID",""
"BMS_RECACC_BALANCE_V","应收帐辅助对账","2","",""
"BMS_RECACC_NORMAL_CHECK_V","应收帐不规范数据检查","2","",""
"BMS_RG_NOTICE_DOC","","1","NOTICEDOCID",""
"BMS_RG_NOTICE_DOC_V","","2","",""
"BMS_RG_NOTICE_DTL","","1","NOTICEDTLID",""
"BMS_RG_NOTICE_DTL_V","","2","",""
"BMS_ROADTOTR_TICK_V","","2","",""
"BMS_SA_ADD_SOME_RATE","销售加点率表","1","RATEID",""
"BMS_SA_ADD_SOME_RATE_V","","2","",""
"BMS_SA_AGREEMENT_DOC","","1","AGRCONID",""
"BMS_SA_AGREEMENT_DOC_V","","2","",""
"BMS_SA_AGREEMENT_DTL","","1","AGRCONDTLID",""
"BMS_SA_AGREEMENT_DTL_V","","2","",""
"BMS_SA_ALLOTQTY_DEF_DOC","销售配额定义表总单","1","DEFDOCID",""
"BMS_SA_ALLOTQTY_DEF_DOC_V","销售配额定义表总单视图","2","",""
"BMS_SA_ALLOTQTY_DEF_DTL","销售配额定义表细单","1","DEFDTLID",""
"BMS_SA_ALLOTQTY_DEF_DTL_V","销售配额定义表细单视图","2","",""
"BMS_SA_APPROVE_MEMO","销售业务审批表","1","APPROVEID",""
"BMS_SA_CON_DOC","销售订单总单","1","CONID",""
"BMS_SA_CON_DOC_V","销售订单总单视图","2","",""
"BMS_SA_CON_DTL","销售订单细单","1","CONDTLID",""
"BMS_SA_CON_DTL_TMP","待发货销售订单表","1","CONDTLID",""
"BMS_SA_CON_DTL_V","销售订单细单视图","2","",""
"BMS_SA_CON_DTLQRY_V","销售订单明细查询视图","2","",""
"BMS_SA_CON_GOODSDTL","订单细单货品明细关系表","1","CONGOODSDTLID",""
"GSP_LICENSE_CONTROL_DOC","","1","LCDOCID",""
"GSP_LICENSE_CONTROL_DTL","","1","LCDTLID",""
"GSP_SU_GOODS_RECORD","GSP采购记录表","1","RECORDID",""
"GPCS_SHOPPE_POINT_RELE","专柜门店对应关系","1","RELEID",""
"GPCS_SHOPPE_POINT_RELE_V","专柜门店对应关系","2","",""
"GPCS_STOREPLACETURN","","1","STOREPLACETURNID",""
"GPCS_STOREPLACETURN_V","","2","",""
"GPCS_SUBSHOP_PRICE","","1","PLACEPOINTID,GOODSID,PRICEID,PRICEUNIT",""
"BMS_SA_CON_GOODSDTL_V","订单细单货品明细关系视图","2","",""
"BMS_SA_CON_INOUT_DTL_V","销售订单对应临时出库视图","2","",""
"BMS_SA_CONTODOC","销售订单与销售发货单对应关系表","1","CONDTLID,SALESDTLID",""
"BMS_SA_DAY_V","销售发货日报视图","2","",""
"BMS_SA_DOC","销售发货总单","1","SALESID",""
"BMS_SA_DOC_SUTICK_V","","2","",""
"BMS_SA_DOC_TICK_V","待勾兑销售结算总单视图","2","",""
"BMS_SA_DOC_V","销售发货总单视图","2","",""
"BMS_SA_DOCTOSET","销售单与结算单关系表","1","SALESDTLID,SASETTLEDTLID",""
"BMS_SA_DOCTYPE","销售单据类型表","1","SATYPEID",""
"BMS_SA_DTL","销售发货细单","1","SALESDTLID",""
"BMS_SA_DTL_ADJ_ST_QRY","","1","SALESDTLID",""
"BMS_SA_DTL_INVALID_MSG","销售单作废信息表","1","SALESDTLID",""
"BMS_SA_DTL_INVALID_MSG_V","销售单作废信息视图","2","",""
"BMS_SA_DTL_SUTICK_V","","2","",""
"BMS_SA_DTL_TICK_V","待勾兑销售结算单视图","2","",""
"BMS_SA_DTL_TMP","待结算销售发货细单","1","SALESDTLID",""
"BMS_SA_DTL_V","销售发货细单视图","2","",""
"BMS_SA_DTLQRY_IODTL_V","","2","",""
"BMS_SA_DTLQRY_V","销售发货明细视图","2","",""
"BMS_SA_GOODS_PRICE_V","货品销售价格视图","2","",""
"BMS_SA_INV_INFO","客户发票信息表","1","INFOID",""
"BMS_SA_INV_INFO_V","客户发票信息视图","2","",""
"BMS_SA_QTYSPLIT_LST","","1","SPLITID",""
"BMS_SA_QUALITY_V","打印质检单视图","2","",""
"BMS_SA_REC_DAY_V","销售收款日结视图","2","",""
"BMS_SA_REC_DOC","销售收款总单","1","SARECID",""
"BMS_SA_REC_DOC_HOV_V","选择预收款HOV视图","2","",""
"BMS_SA_REC_DOC_V","销售收款总单视图","2","",""
"BMS_SA_REC_DTL","销售收款细单","1","SARECDTLID",""
"BMS_SA_REC_DTL_V","销售收款细单视图","2","",""
"BMS_SA_REC_DTLQRY_V","销售收款明细查询视图","2","",""
"BMS_SA_REC_OFFSET_V","销售结算收款单","2","",""
"BMS_SA_RELATION","","1","OLDSALESDTLID,TOSALESDTLID",""
"BMS_SA_SET_CONFIRM_V","销售结算确定勾兑视图","2","",""
"BMS_SA_SET_TO_DOC_V","销售结算发货对应关系视图","2","",""
"BMS_SA_SETTLE_BILLTICK_V","待勾兑销售结算视图","2","",""
"BMS_SA_SETTLE_DAY_V","销售结算日结视图","2","",""
"BMS_SA_SETTLE_DOC","销售结算单","1","SASETTLEID",""
"BMS_SA_SETTLE_DOC_V","销售结算单视图","2","",""
"BMS_SA_SETTLE_DTL","销售结算细单","1","SASETTLEDTLID",""
"BMS_SA_SETTLE_DTL_TMP","待收款销售结算细单","1","SASETTLEDTLID",""
"BMS_SA_SETTLE_DTL_V","销售结算细单视图","2","",""
"BMS_SA_SETTLE_DTLQRY_V","销售结算查询视图","2","",""
"BMS_SA_SETTLE_TICK_DOC_V","待勾兑销售结算总单视图","2","",""
"BMS_SA_SETTLE_TICK_DTL_V","待勾兑销售结算细单视图","2","",""
"BMS_SA_SETTLE_TICK_V","待勾兑销售结算单单","2","",""
"BMS_SA_SETTLES_RELATION","结算细单关系对照表","1","OLDSASETTLEDTLID,TOSASETTLEDTLID","用于调整应收帐时生成的原单、冲单和新单的对应关系表"
"BMS_SA_SETTOREC","销售结算单与收款单关系表","1","SASETTLEDTLID,SARECDTLID",""
"BMS_SA_TICK_V","待结算销售发货单","2","",""
"BMS_SA_TO_DOC_V","销售结算传票单据列表视图","2","",""
"BMS_SA_TO_SA","销售单与销退单关系表","1","SADTLID1,SADTLID2",""
"BMS_SA_TO_SU","进货单与销售单的对应关系表","1","SUDOCDTLID,SALESDTLID","内部供应链进货"
"BMS_SA_UNREC_DTL_QRY_V","未收款明细视图","2","",""
"BMS_SABK_DOC_V","销售退货总单","2","",""
"BMS_SABK_DTL_V","销售退货细单","2","",""
"BMS_SABK_STRG_TMP","","1","",""
"BMS_SACONDTL_PLACE_HIS","订单细单的分配记录表","1","HISTORYID",""
"BMS_SADOC_IMP_TMP","期初销售发货单导入临时表","1","TMPID",""
"BMS_SAQTY_STATIC","","1","ENTRYID,GOODSID,BUSITYPE",""
"BMS_SAREC_IMP_TMP","期初销售收款单导入临时表","1","TMPID",""
"BMS_SASET_IMP_TMP","期初销售结算导入临时表","1","TMPID",""
"BMS_SETTLE_ACCOUNT","系统结账月","1","USEDAY,PLACEPOINTID",""
"BMS_SETTLE_ACCOUNT_LOGS","系统结账日志表","1","SEQID",""
"BMS_SETTLE_ACCOUNT_LOGS_V","系统结账日志视图","2","",""
"BMS_SETTLE_ACCOUNT_V","系统结账月视图","2","",""
"BMS_SETTLE_PAY","进货结算单与进货付款单对应关系","1","SUSETDTLID,PAYDTLID",""
"BMS_SH_CLEAR_QUERY_V","仓房色标视图","2","",""
"BMS_SK_ADJCOST","成本调整单","1","SEQID",""
"BMS_SK_ADJCOST_V","成本调整视图","2","",""
"BMS_SK_BALANCE_V","存货帐辅助对账","2","",""
"BMS_SK_COSTINGPRICE_DEF_LST","缺省成本表","1","SEQID",""
"BMS_SK_COSTINGPRICE_DEF_LST_V","缺省成本视图","2","",""
"BMS_SK_COSTINGPRICE_HIS_LST","历史成本","1","SEQID","bms_sk_costprice_his_lst_seq"
"BMS_SK_COSTINGPRICE_HIS_LST_V","历史成本视图","2","",""
"BMS_SK_COSTINGPRICE_LST","当前成本","1","SEQID",""
"BMS_SK_COSTINGPRICE_LST_V","当前成本","2","",""
"BMS_SK_COSTPRICE_INIT","","1","SEQID",""
"BMS_SK_COSTPRICE_INIT_V","","2","",""
"BMS_SK_DEF","存货账定义表","1","STOCKID",""
"BMS_SK_DEF_V","存货账定义视图","2","",""
"BMS_SK_DTLACC_V","存货帐明细帐视图","2","",""
"BMS_SK_INIT","初始化存货表","1","SEQID",""
"BMS_SK_INIT_V","初始化存货视图","2","",""
"BMS_SK_IO_DOC","存货出入库单","1","SEQID",""
"BMS_SK_IO_DOC_V","存货出入库视图","2","",""
"BMS_SK_IO_TO_DOC_V","存货传票单据列表视图","2","",""
"BMS_SK_NORMAL_CHECK_V","存货帐不规范数据检查","2","",""
"BMS_SK_QUERY_COLLECT_V","存货帐汇总表","2","",""
"BMS_SK_QUERY_COMEFROM_DETAIL_V","存货帐明细视图","2","",""
"BMS_SK_QUERY_COMEFROM_STDTL_V","","2","",""
"BMS_SK_QUERY_SUM_V","","2","",""
"BMS_SK_QUERY_SUM_V1","","2","",""
"BMS_SK_REM","存货账余额表","1","SEQID",""
"BMS_SK_REM_CALC_V","往来账发生额视图","2","",""
"BMS_SK_REM_V","存货帐余额视图","2","",""
"BMS_SK_ST_CHOOSE_HOV_V","存货保管帐关系表","2","",""
"BMS_SK_ST_COMPARE","存货帐保管帐对账表","1","DOCID",""
"BMS_SK_ST_COMPARE_DTL","存货帐保管帐对帐细单表","1","DTLID",""
"BMS_SK_ST_COMPARE_DTL_V","存货帐保管帐对帐细单视图","2","",""
"BMS_SK_ST_COMPARE_V","存货帐保管帐对账视图","2","",""
"BMS_SK_ST_QUERY_COLLECT_V","存货帐分保管帐汇总","2","",""
"BMS_SK_ST_QUERY_SUM_V","","2","",""
"BMS_SK_SUM","存货账发生额表","1","SEQID",""
"BMS_SK_SUM_V","存货账发生额视图","2","",""
"BMS_SK_TO_DOC_V","存货出入库单视图","2","",""
"BMS_SK_TO_ST","存货账对应保管账表","1","SEQID",""
"BMS_SK_TO_ST_V","存货账对应保管账视图","2","",""
"BMS_SNS_GOODS","供应商品种细单表","1","SEQID",""
"BMS_SNS_GOODS_V","供应商品种细单视图","2","",""
"BMS_SNS_QTYLST_V","库存明细查询视图","2","",""
"BMS_SNS_ST","保管帐限定表","1","SEQID",""
"BMS_SNS_ST_V","保管帐限定视图","2","",""
"BMS_SNS_SU_DTL_V","进货明细视图","2","",""
"BMS_SNS_SUPPLY_V","供应商品种总单视图","2","",""
"BMS_SNS_UNPAY_DTL_V","未付款明细查询视图","2","",""
"BMS_SNS_WARN_QTY","","1","SEQID",""
"BMS_SNS_WARN_QTYDTL_V","库存报警细单视图","2","",""
"BMS_SNS_WARN_QTYLST_V","","2","",""
"BMS_ST_ADJUST","保管账库存明细调整单","1","STADJUSTID",""
"BMS_ST_ADJUST_DTL","保管账库存明细调整细单","1","STADJUSTDTLID",""
"BMS_ST_ADJUST_DTL_V","保管账库存明细调整细单视图","2","",""
"BMS_ST_ADJUST_V","保管账库存明细调整单视图","2","",""
"BMS_ST_BOX","箱号表","1","BOXID",""
"BMS_ST_BOX_CRE_V","","2","",""
"BMS_ST_BOX_V","箱号视图","2","",""
"BMS_ST_COMPLEMENT_APPLY","补货请货单表","1","APPLYID",""
"BMS_ST_COMPLEMENT_APPLY_V","补货请货单表","2","",""
"BMS_ST_DEF","保管帐表","1","STORAGEID",""
"BMS_ST_DEF_V","保管帐视图","2","",""
"BMS_ST_DTLACC_V","","2","",""
"BMS_ST_ERA_DOC","代管总单表","1","ERAID",""
"BMS_ST_ERA_DOC_V","代管总单视图","2","",""
"BMS_ST_ERA_DTL","代管细单表","1","ERADTLID",""
"BMS_ST_ERA_DTL_QRY","","2","",""
"BMS_ST_ERA_DTL_V","代管细单视图","2","",""
"BMS_ST_ERA_IO_HOV_V","","2","",""
"BMS_ST_FIX_SYS_MODEL","","1","MODELID",""
"BMS_ST_FIX_USER_MODEL_DTL","","1","USERFIXMODEL,FIXMODELORDER",""
"BMS_ST_GOODS_AGE_V","货品在库库龄视图","2","",""
"BMS_ST_GOODS_COMPLEMENT","零库货品的补货管理定义表","1","COMPLEMENTID",""
"BMS_ST_GOODS_COMPLEMENT_V","零库货品的补货管理定义视图","2","",""
"BMS_ST_GOODS_INVALID_V","近效期货品视图","2","",""
